School,Year,Source,Target
College of Arts and Sciences,Class of 2020,94,Whispers
College of Arts and Sciences,Class of 2020,Sam_Fox,94
College of Arts and Sciences,Class of 2020,Northest_Corner,94
Sam Fox College of Art and Architecture,Class of 2021,South_40,95
Sam Fox College of Art and Architecture,Class of 2021,95,BD
Sam Fox College of Art and Architecture,Class of 2021,95,Ettas
Sam Fox College of Art and Architecture,Class of 2021,Village,95
Sam Fox College of Art and Architecture,Class of 2021,95,Ettas
Sam Fox College of Art and Architecture,Class of 2021,95,Village_Dining
Sam Fox College of Art and Architecture,Class of 2021,AC_Frat_Row,95
Sam Fox College of Art and Architecture,Class of 2021,95,BD
Sam Fox College of Art and Architecture,Class of 2021,Bauer_Law_School,95
Sam Fox College of Art and Architecture,Class of 2021,DUC_Area,95
Sam Fox College of Art and Architecture,Class of 2021,95,Einsteins
Sam Fox College of Art and Architecture,Class of 2021,95,Ettas
Sam Fox College of Art and Architecture,Class of 2021,95,Subway
Sam Fox College of Art and Architecture,Class of 2021,Bio_Psych,95
Sam Fox College of Art and Architecture,Class of 2021,95,Subway
Sam Fox College of Art and Architecture,Class of 2021,Chemistry,95
Sam Fox College of Art and Architecture,Class of 2021,95,Subway
Sam Fox College of Art and Architecture,Class of 2021,95,Whispers
Sam Fox College of Art and Architecture,Class of 2021,Engineering_Quad,95
Sam Fox College of Art and Architecture,Class of 2021,95,BD
Sam Fox College of Art and Architecture,Class of 2021,95,Ettas
Sam Fox College of Art and Architecture,Class of 2021,Brookings_Quad,95
Sam Fox College of Art and Architecture,Class of 2021,95,Subway
Sam Fox College of Art and Architecture,Class of 2021,95,Whispers
Sam Fox College of Art and Architecture,Class of 2021,Brown_School,95
Sam Fox College of Art and Architecture,Class of 2021,Sam_Fox,95
Sam Fox College of Art and Architecture,Class of 2021,95,BD
Sam Fox College of Art and Architecture,Class of 2021,95,Ettas
Sam Fox College of Art and Architecture,Class of 2021,95,Off_Campus
Sam Fox College of Art and Architecture,Class of 2021,Northest_Corner,95
Sam Fox College of Art and Architecture,Class of 2021,95,Ettas
Sam Fox College of Art and Architecture,Class of 2021,95,Off_Campus
Olin Business School,Class of 2021,South_40,96
Olin Business School,Class of 2021,96,Bauer_Hall_Cafe
Olin Business School,Class of 2021,96,BD
Olin Business School,Class of 2021,96,DUC
Olin Business School,Class of 2021,96,Einsteins
Olin Business School,Class of 2021,96,Loop_Dining
Olin Business School,Class of 2021,96,Village_Dining
Olin Business School,Class of 2021,Village,96
Olin Business School,Class of 2021,96,Bauer_Hall_Cafe
Olin Business School,Class of 2021,96,DUC
Olin Business School,Class of 2021,96,Einsteins
Olin Business School,Class of 2021,AC_Frat_Row,96
Olin Business School,Class of 2021,96,BD
Olin Business School,Class of 2021,96,DUC
Olin Business School,Class of 2021,96,Einsteins
Olin Business School,Class of 2021,96,Village_Dining
Olin Business School,Class of 2021,Bauer_Law_School,96
Olin Business School,Class of 2021,96,Bauer_Hall_Cafe
Olin Business School,Class of 2021,96,BD
Olin Business School,Class of 2021,96,DUC
Olin Business School,Class of 2021,96,Einsteins
Olin Business School,Class of 2021,96,Subway
Olin Business School,Class of 2021,96,Village_Dining
Olin Business School,Class of 2021,DUC_Area,96
Olin Business School,Class of 2021,96,BD
Olin Business School,Class of 2021,96,DUC
Olin Business School,Class of 2021,96,Einsteins
Olin Business School,Class of 2021,96,Subway
Olin Business School,Class of 2021,Bio_Psych,96
Olin Business School,Class of 2021,Chemistry,96
Olin Business School,Class of 2021,Engineering_Quad,96
Olin Business School,Class of 2021,Brookings_Quad,96
Olin Business School,Class of 2021,Brown_School,96
Olin Business School,Class of 2021,Sam_Fox,96
Olin Business School,Class of 2021,Northest_Corner,96
Sam Fox College of Art and Architecture,Class of 2021,South_40,97
Sam Fox College of Art and Architecture,Class of 2021,97,BD
Sam Fox College of Art and Architecture,Class of 2021,Village,97
Sam Fox College of Art and Architecture,Class of 2021,97,BD
Sam Fox College of Art and Architecture,Class of 2021,AC_Frat_Row,97
Sam Fox College of Art and Architecture,Class of 2021,97,DUC
Sam Fox College of Art and Architecture,Class of 2021,Bauer_Law_School,97
Sam Fox College of Art and Architecture,Class of 2021,97,BD
Sam Fox College of Art and Architecture,Class of 2021,97,DUC
Sam Fox College of Art and Architecture,Class of 2021,DUC_Area,97
Sam Fox College of Art and Architecture,Class of 2021,97,BD
Sam Fox College of Art and Architecture,Class of 2021,97,DUC
Sam Fox College of Art and Architecture,Class of 2021,Bio_Psych,97
Sam Fox College of Art and Architecture,Class of 2021,97,DUC
Sam Fox College of Art and Architecture,Class of 2021,Chemistry,97
Sam Fox College of Art and Architecture,Class of 2021,97,DUC
Sam Fox College of Art and Architecture,Class of 2021,Engineering_Quad,97
Sam Fox College of Art and Architecture,Class of 2021,97,DUC
Sam Fox College of Art and Architecture,Class of 2021,Brookings_Quad,97
Sam Fox College of Art and Architecture,Class of 2021,97,Ettas
Sam Fox College of Art and Architecture,Class of 2021,Brown_School,97
Sam Fox College of Art and Architecture,Class of 2021,97,Ettas
Sam Fox College of Art and Architecture,Class of 2021,Sam_Fox,97
Sam Fox College of Art and Architecture,Class of 2021,97,Ettas
Sam Fox College of Art and Architecture,Class of 2021,Northest_Corner,97
Sam Fox College of Art and Architecture,Class of 2021,97,Ettas
Olin Business School,Class of 2019,South_40,99
Olin Business School,Class of 2019,99,BD
Olin Business School,Class of 2019,99,Einsteins
Olin Business School,Class of 2019,99,Whispers
Olin Business School,Class of 2019,Village,99
Olin Business School,Class of 2019,99,Bauer_Hall_Cafe
Olin Business School,Class of 2019,99,Einsteins
Olin Business School,Class of 2019,99,Village_Dining
Olin Business School,Class of 2019,AC_Frat_Row,99
Olin Business School,Class of 2019,99,Bauer_Hall_Cafe
Olin Business School,Class of 2019,99,Einsteins
Olin Business School,Class of 2019,Bauer_Law_School,99
Olin Business School,Class of 2019,99,Bauer_Hall_Cafe
Olin Business School,Class of 2019,99,DUC
Olin Business School,Class of 2019,99,Einsteins
Olin Business School,Class of 2019,99,Law_School_Cafeteria
Olin Business School,Class of 2019,99,Village_Dining
Olin Business School,Class of 2019,DUC_Area,99
Olin Business School,Class of 2019,99,Bauer_Hall_Cafe
Olin Business School,Class of 2019,99,DUC
Olin Business School,Class of 2019,99,Einsteins
Olin Business School,Class of 2019,99,Law_School_Cafeteria
Olin Business School,Class of 2019,99,Village_Dining
Olin Business School,Class of 2019,Bio_Psych,99
Olin Business School,Class of 2019,Chemistry,99
Olin Business School,Class of 2019,Engineering_Quad,99
Olin Business School,Class of 2019,Brookings_Quad,99
Olin Business School,Class of 2019,Brown_School,99
Olin Business School,Class of 2019,Sam_Fox,99
Olin Business School,Class of 2019,Northest_Corner,99
Olin Business School,Class of 2019,South_40,100
Olin Business School,Class of 2019,100,Einsteins
Olin Business School,Class of 2019,Village,100
Olin Business School,Class of 2019,100,Bauer_Hall_Cafe
Olin Business School,Class of 2019,AC_Frat_Row,100
Olin Business School,Class of 2019,100,Bauer_Hall_Cafe
Olin Business School,Class of 2019,100,Village_Dining
Olin Business School,Class of 2019,Bauer_Law_School,100
Olin Business School,Class of 2019,100,Bauer_Hall_Cafe
Olin Business School,Class of 2019,100,Law_School_Cafeteria
Olin Business School,Class of 2019,DUC_Area,100
Olin Business School,Class of 2019,100,Einsteins
Olin Business School,Class of 2019,Bio_Psych,100
Olin Business School,Class of 2019,Chemistry,100
Olin Business School,Class of 2019,Engineering_Quad,100
Olin Business School,Class of 2019,Brookings_Quad,100
Olin Business School,Class of 2019,Brown_School,100
Olin Business School,Class of 2019,100,Hillman
Olin Business School,Class of 2019,Sam_Fox,100
Olin Business School,Class of 2019,100,Hillman
Olin Business School,Class of 2019,Northest_Corner,100
Olin Business School,Class of 2019,South_40,101
Olin Business School,Class of 2019,101,Bauer_Hall_Cafe
Olin Business School,Class of 2019,101,BD
Olin Business School,Class of 2019,101,DUC
Olin Business School,Class of 2019,101,Einsteins
Olin Business School,Class of 2019,101,Village_Dining
Olin Business School,Class of 2019,Village,101
Olin Business School,Class of 2019,101,Bauer_Hall_Cafe
Olin Business School,Class of 2019,101,DUC
Olin Business School,Class of 2019,101,Einsteins
Olin Business School,Class of 2019,101,Village_Dining
Olin Business School,Class of 2019,AC_Frat_Row,101
Olin Business School,Class of 2019,101,Bauer_Hall_Cafe
Olin Business School,Class of 2019,101,DUC
Olin Business School,Class of 2019,101,Einsteins
Olin Business School,Class of 2019,101,Subway
Olin Business School,Class of 2019,101,Village_Dining
Olin Business School,Class of 2019,Bauer_Law_School,101
Olin Business School,Class of 2019,101,Bauer_Hall_Cafe
Olin Business School,Class of 2019,101,DUC
Olin Business School,Class of 2019,101,Einsteins
Olin Business School,Class of 2019,101,Subway
Olin Business School,Class of 2019,101,Whispers
Olin Business School,Class of 2019,DUC_Area,101
Olin Business School,Class of 2019,101,DUC
Olin Business School,Class of 2019,101,Einsteins
Olin Business School,Class of 2019,101,Subway
Olin Business School,Class of 2019,101,Whispers
Olin Business School,Class of 2019,Bio_Psych,101
Olin Business School,Class of 2019,Chemistry,101
Olin Business School,Class of 2019,101,Bauer_Hall_Cafe
Olin Business School,Class of 2019,101,DUC
Olin Business School,Class of 2019,101,Subway
Olin Business School,Class of 2019,101,Whispers
Olin Business School,Class of 2019,Engineering_Quad,101
Olin Business School,Class of 2019,101,Einsteins
Olin Business School,Class of 2019,101,Holmes
Olin Business School,Class of 2019,101,Stanleys
Olin Business School,Class of 2019,101,Subway
Olin Business School,Class of 2019,101,Whispers
Olin Business School,Class of 2019,Brookings_Quad,101
Olin Business School,Class of 2019,Brown_School,101
Olin Business School,Class of 2019,Sam_Fox,101
Olin Business School,Class of 2019,101,Ettas
Olin Business School,Class of 2019,101,Subway
Olin Business School,Class of 2019,101,Whispers
Olin Business School,Class of 2019,Northest_Corner,101
Olin Business School,Class of 2019,101,Bauer_Hall_Cafe
Olin Business School,Class of 2019,101,DUC
Olin Business School,Class of 2019,101,Einsteins
Olin Business School,Class of 2019,101,Stanleys
Olin Business School,Class of 2019,101,Subway
Olin Business School,Class of 2019,101,Whispers
Olin Business School,Class of 2020,South_40,102
Olin Business School,Class of 2020,102,DUC
Olin Business School,Class of 2020,Village,102
Olin Business School,Class of 2020,102,Bauer_Hall_Cafe
Olin Business School,Class of 2020,AC_Frat_Row,102
Olin Business School,Class of 2020,102,Bauer_Hall_Cafe
Olin Business School,Class of 2020,Bauer_Law_School,102
Olin Business School,Class of 2020,102,Einsteins
Olin Business School,Class of 2020,DUC_Area,102
Olin Business School,Class of 2020,102,Einsteins
Olin Business School,Class of 2020,Bio_Psych,102
Olin Business School,Class of 2020,102,Whispers
Olin Business School,Class of 2020,Chemistry,102
Olin Business School,Class of 2020,102,Bauer_Hall_Cafe
Olin Business School,Class of 2020,Engineering_Quad,102
Olin Business School,Class of 2020,102,Off_Campus
Olin Business School,Class of 2020,Brookings_Quad,102
Olin Business School,Class of 2020,102,Off_Campus
Olin Business School,Class of 2020,Brown_School,102
Olin Business School,Class of 2020,102,Einsteins
Olin Business School,Class of 2020,Sam_Fox,102
Olin Business School,Class of 2020,Northest_Corner,102
Olin Business School,Class of 2020,South_40,103
Olin Business School,Class of 2020,103,BD
Olin Business School,Class of 2020,103,DUC
Olin Business School,Class of 2020,103,Einsteins
Olin Business School,Class of 2020,103,Law_School_Cafeteria
Olin Business School,Class of 2020,103,Loop_Dining
Olin Business School,Class of 2020,103,Subway
Olin Business School,Class of 2020,Village,103
Olin Business School,Class of 2020,103,Bauer_Hall_Cafe
Olin Business School,Class of 2020,103,Einsteins
Olin Business School,Class of 2020,103,Law_School_Cafeteria
Olin Business School,Class of 2020,AC_Frat_Row,103
Olin Business School,Class of 2020,103,Law_School_Cafeteria
Olin Business School,Class of 2020,103,Village_Dining
Olin Business School,Class of 2020,Bauer_Law_School,103
Olin Business School,Class of 2020,103,Bauer_Hall_Cafe
Olin Business School,Class of 2020,103,DUC
Olin Business School,Class of 2020,103,Einsteins
Olin Business School,Class of 2020,103,Law_School_Cafeteria
Olin Business School,Class of 2020,103,Subway
Olin Business School,Class of 2020,DUC_Area,103
Olin Business School,Class of 2020,103,DUC
Olin Business School,Class of 2020,103,Einsteins
Olin Business School,Class of 2020,103,Subway
Olin Business School,Class of 2020,Bio_Psych,103
Olin Business School,Class of 2020,103,Holmes
Olin Business School,Class of 2020,103,Subway
Olin Business School,Class of 2020,Chemistry,103
Olin Business School,Class of 2020,Engineering_Quad,103
Olin Business School,Class of 2020,Brookings_Quad,103
Olin Business School,Class of 2020,103,Holmes
Olin Business School,Class of 2020,Brown_School,103
Olin Business School,Class of 2020,103,Hillman
Olin Business School,Class of 2020,103,Holmes
Olin Business School,Class of 2020,Sam_Fox,103
Olin Business School,Class of 2020,Northest_Corner,103
College of Engineering and Applied Sciences,Grad Student,South_40,104
College of Engineering and Applied Sciences,Grad Student,104,BD
College of Engineering and Applied Sciences,Grad Student,Village,104
College of Engineering and Applied Sciences,Grad Student,104,Village_Dining
College of Engineering and Applied Sciences,Grad Student,AC_Frat_Row,104
College of Engineering and Applied Sciences,Grad Student,104,Bauer_Hall_Cafe
College of Engineering and Applied Sciences,Grad Student,Bauer_Law_School,104
College of Engineering and Applied Sciences,Grad Student,104,Bauer_Hall_Cafe
College of Engineering and Applied Sciences,Grad Student,DUC_Area,104
College of Engineering and Applied Sciences,Grad Student,104,Bauer_Hall_Cafe
College of Engineering and Applied Sciences,Grad Student,Bio_Psych,104
College of Engineering and Applied Sciences,Grad Student,104,Bauer_Hall_Cafe
College of Engineering and Applied Sciences,Grad Student,Chemistry,104
College of Engineering and Applied Sciences,Grad Student,104,Bauer_Hall_Cafe
College of Engineering and Applied Sciences,Grad Student,Engineering_Quad,104
College of Engineering and Applied Sciences,Grad Student,104,Stanleys
College of Engineering and Applied Sciences,Grad Student,Brookings_Quad,104
College of Engineering and Applied Sciences,Grad Student,104,Stanleys
College of Engineering and Applied Sciences,Grad Student,Brown_School,104
College of Engineering and Applied Sciences,Grad Student,104,Stanleys
College of Engineering and Applied Sciences,Grad Student,Sam_Fox,104
College of Engineering and Applied Sciences,Grad Student,104,Stanleys
College of Engineering and Applied Sciences,Grad Student,Northest_Corner,104
College of Engineering and Applied Sciences,Grad Student,104,Stanleys
College of Arts and Sciences,Class of 2022,South_40,105
College of Arts and Sciences,Class of 2022,105,DUC
College of Arts and Sciences,Class of 2022,Village,105
College of Arts and Sciences,Class of 2022,105,BD
College of Arts and Sciences,Class of 2022,AC_Frat_Row,105
College of Arts and Sciences,Class of 2022,105,Whispers
College of Arts and Sciences,Class of 2022,Bauer_Law_School,105
College of Arts and Sciences,Class of 2022,105,DUC
College of Arts and Sciences,Class of 2022,DUC_Area,105
College of Arts and Sciences,Class of 2022,105,BD
College of Arts and Sciences,Class of 2022,Bio_Psych,105
College of Arts and Sciences,Class of 2022,105,Whispers
College of Arts and Sciences,Class of 2022,Chemistry,105
College of Arts and Sciences,Class of 2022,105,Hillman
College of Arts and Sciences,Class of 2022,Engineering_Quad,105
College of Arts and Sciences,Class of 2022,Brookings_Quad,105
College of Arts and Sciences,Class of 2022,105,Whispers
College of Arts and Sciences,Class of 2022,Brown_School,105
College of Arts and Sciences,Class of 2022,105,Whispers
College of Arts and Sciences,Class of 2022,Sam_Fox,105
College of Arts and Sciences,Class of 2022,Northest_Corner,105
College of Engineering and Applied Sciences,Grad Student,South_40,106
College of Engineering and Applied Sciences,Grad Student,106,BD
College of Engineering and Applied Sciences,Grad Student,Village,106
College of Engineering and Applied Sciences,Grad Student,106,Village_Dining
College of Engineering and Applied Sciences,Grad Student,AC_Frat_Row,106
College of Engineering and Applied Sciences,Grad Student,106,DUC
College of Engineering and Applied Sciences,Grad Student,106,Village_Dining
College of Engineering and Applied Sciences,Grad Student,Bauer_Law_School,106
College of Engineering and Applied Sciences,Grad Student,DUC_Area,106
College of Engineering and Applied Sciences,Grad Student,106,DUC
College of Engineering and Applied Sciences,Grad Student,Bio_Psych,106
College of Engineering and Applied Sciences,Grad Student,Chemistry,106
College of Engineering and Applied Sciences,Grad Student,106,DUC
College of Engineering and Applied Sciences,Grad Student,106,Holmes
College of Engineering and Applied Sciences,Grad Student,Engineering_Quad,106
College of Engineering and Applied Sciences,Grad Student,106,DUC
College of Engineering and Applied Sciences,Grad Student,106,Holmes
College of Engineering and Applied Sciences,Grad Student,106,Stanleys
College of Engineering and Applied Sciences,Grad Student,Brookings_Quad,106
College of Engineering and Applied Sciences,Grad Student,106,Holmes
College of Engineering and Applied Sciences,Grad Student,Brown_School,106
College of Engineering and Applied Sciences,Grad Student,106,DUC
College of Engineering and Applied Sciences,Grad Student,106,Hillman
College of Engineering and Applied Sciences,Grad Student,106,Holmes
College of Engineering and Applied Sciences,Grad Student,Sam_Fox,106
College of Engineering and Applied Sciences,Grad Student,Northest_Corner,106
Sam Fox College of Art and Architecture,Class of 2019,South_40,107
Sam Fox College of Art and Architecture,Class of 2019,107,BD
Sam Fox College of Art and Architecture,Class of 2019,Village,107
Sam Fox College of Art and Architecture,Class of 2019,107,DUC
Sam Fox College of Art and Architecture,Class of 2019,AC_Frat_Row,107
Sam Fox College of Art and Architecture,Class of 2019,107,BD
Sam Fox College of Art and Architecture,Class of 2019,Bauer_Law_School,107
Sam Fox College of Art and Architecture,Class of 2019,DUC_Area,107
Sam Fox College of Art and Architecture,Class of 2019,Bio_Psych,107
Sam Fox College of Art and Architecture,Class of 2019,107,Hillman
Sam Fox College of Art and Architecture,Class of 2019,Chemistry,107
Sam Fox College of Art and Architecture,Class of 2019,107,DUC
Sam Fox College of Art and Architecture,Class of 2019,Engineering_Quad,107
Sam Fox College of Art and Architecture,Class of 2019,107,Hillman
Sam Fox College of Art and Architecture,Class of 2019,Brookings_Quad,107
Sam Fox College of Art and Architecture,Class of 2019,107,Hillman
Sam Fox College of Art and Architecture,Class of 2019,107,Off_Campus
Sam Fox College of Art and Architecture,Class of 2019,Brown_School,107
Sam Fox College of Art and Architecture,Class of 2019,107,Ettas
Sam Fox College of Art and Architecture,Class of 2019,107,Hillman
Sam Fox College of Art and Architecture,Class of 2019,Sam_Fox,107
Sam Fox College of Art and Architecture,Class of 2019,107,Ettas
Sam Fox College of Art and Architecture,Class of 2019,107,Hillman
Sam Fox College of Art and Architecture,Class of 2019,Northest_Corner,107
Sam Fox College of Art and Architecture,Class of 2019,107,Hillman
College of Engineering and Applied Sciences,Class of 2022,South_40,108
College of Engineering and Applied Sciences,Class of 2022,108,BD
College of Engineering and Applied Sciences,Class of 2022,108,DUC
College of Engineering and Applied Sciences,Class of 2022,108,Einsteins
College of Engineering and Applied Sciences,Class of 2022,108,Village_Dining
College of Engineering and Applied Sciences,Class of 2022,Village,108
College of Engineering and Applied Sciences,Class of 2022,108,DUC
College of Engineering and Applied Sciences,Class of 2022,AC_Frat_Row,108
College of Engineering and Applied Sciences,Class of 2022,108,BD
College of Engineering and Applied Sciences,Class of 2022,108,DUC
College of Engineering and Applied Sciences,Class of 2022,Bauer_Law_School,108
College of Engineering and Applied Sciences,Class of 2022,DUC_Area,108
College of Engineering and Applied Sciences,Class of 2022,108,BD
College of Engineering and Applied Sciences,Class of 2022,108,DUC
College of Engineering and Applied Sciences,Class of 2022,Bio_Psych,108
College of Engineering and Applied Sciences,Class of 2022,108,BD
College of Engineering and Applied Sciences,Class of 2022,108,DUC
College of Engineering and Applied Sciences,Class of 2022,Chemistry,108
College of Engineering and Applied Sciences,Class of 2022,Engineering_Quad,108
College of Engineering and Applied Sciences,Class of 2022,108,BD
College of Engineering and Applied Sciences,Class of 2022,108,DUC
College of Engineering and Applied Sciences,Class of 2022,Brookings_Quad,108
College of Engineering and Applied Sciences,Class of 2022,108,BD
College of Engineering and Applied Sciences,Class of 2022,108,DUC
College of Engineering and Applied Sciences,Class of 2022,Brown_School,108
College of Engineering and Applied Sciences,Class of 2022,108,DUC
College of Engineering and Applied Sciences,Class of 2022,Sam_Fox,108
College of Engineering and Applied Sciences,Class of 2022,Northest_Corner,108
